time,Compression Type,Page Size,Cluster Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-15_15:17:19,lz4,524288,20971520,2,False,7.33,0.55,32.243,-10.801,1097420857,1407.873,496982.8,1416.2,1408.2,1406.3,1406.2,1411.7,1408.3,1406.5,1415.3,1412.9,1387.2,497228.0,496904.0,497212.0,496220.0,496760.0,496940.0,497208.0,497148.0,497380.0,496828.0
23-06-15_15:18:13,lz4,524288,31457280,1,False,10.67,0.51,31.802,-0.302,1097845581,1403.181,449892.0,1384.2,1400.3,1388.8,1405.3,1404.9,1408.4,1420.2,1411.0,1400.9,1407.9,449324.0,449776.0,450108.0,450248.0,448952.0,450120.0,450064.0,450416.0,449788.0,450124.0
23-06-15_15:19:05,lz4,524288,20971520,2,False,7.59,0.55,33.077,-10.861,1097420857,1416.753,497252.8,1421.9,1423.1,1408.3,1408.6,1424.2,1411.8,1425.0,1426.9,1397.8,1419.8,497080.0,496620.0,497192.0,497328.0,497144.0,497420.0,497764.0,497628.0,496836.0,497516.0
23-06-15_15:19:58,lz4,524288,20971520,2,False,7.30,0.55,32.212,-10.848,1097420857,1407.542,497194.4,1395.7,1411.8,1415.1,1402.1,1407.4,1413.6,1397.9,1393.7,1416.0,1422.2,497584.0,496820.0,497140.0,497196.0,496764.0,497652.0,497124.0,497116.0,497172.0,497376.0
23-06-15_15:20:51,lz4,524288,20971520,2,False,7.55,0.55,32.976,-10.864,1097420857,1415.685,497265.2,1416.9,1410.8,1400.6,1423.7,1419.2,1419.6,1419.3,1424.5,1403.9,1418.4,497676.0,497940.0,497752.0,497568.0,497136.0,497272.0,496876.0,496768.0,497264.0,496400.0
23-06-15_15:21:45,lz4,524288,20971520,2,False,7.31,0.55,32.643,-11.265,1097420857,1412.138,499063.6,1412.6,1404.1,1408.5,1398.7,1416.4,1417.4,1410.3,1415.1,1419.1,1419.0,514184.0,497404.0,497756.0,497164.0,497416.0,497620.0,497108.0,497668.0,497040.0,497276.0
23-06-15_15:22:39,lz4,1048576,20971520,1,False,9.81,0.61,34.497,-5.687,1096766788,1431.872,474043.2,1425.8,1418.8,1437.6,1448.9,1436.7,1420.0,1427.5,1429.2,1438.9,1435.1,467740.0,482544.0,466840.0,465200.0,451332.0,480952.0,466012.0,496348.0,480828.0,482636.0
23-06-15_15:23:31,lz4,524288,31457280,1,False,10.49,0.51,31.213,-0.259,1097845581,1396.913,449699.6,1370.3,1381.6,1410.2,1408.2,1393.4,1398.2,1386.0,1415.2,1411.3,1394.6,449556.0,449728.0,449704.0,449700.0,449964.0,449768.0,449208.0,449616.0,450088.0,449664.0
23-06-15_15:24:25,lz4,1048576,20971520,1,False,10.34,0.61,35.277,-4.875,1096766788,1440.182,470402.8,1439.8,1430.1,1423.7,1442.8,1451.9,1443.7,1446.3,1440.6,1453.2,1429.7,466796.0,465968.0,468980.0,483536.0,466408.0,452432.0,467516.0,467016.0,466080.0,499296.0
23-06-15_15:25:18,lz4,524288,20971520,2,False,7.44,0.55,33.031,-11.266,1097420857,1416.267,499069.2,1422.6,1423.2,1421.0,1417.0,1428.6,1396.7,1415.2,1413.3,1405.1,1419.9,497048.0,497400.0,496900.0,497408.0,497752.0,497396.0,497540.0,514460.0,497740.0,497048.0
23-06-15_15:26:11,lz4,524288,20971520,2,False,7.63,0.55,33.223,-10.888,1097420857,1418.306,497372.8,1419.1,1423.4,1424.4,1421.4,1429.3,1413.4,1421.5,1394.3,1418.4,1418.0,497728.0,497788.0,497476.0,497196.0,497088.0,497088.0,497216.0,497280.0,497956.0,496912.0
23-06-15_15:27:04,lz4,524288,20971520,2,False,7.42,0.55,32.634,-10.923,1097420857,1412.036,497530.0,1418.3,1412.9,1410.3,1419.2,1423.0,1402.0,1412.0,1389.7,1416.1,1416.7,496744.0,497736.0,497500.0,497564.0,497372.0,497992.0,497496.0,497688.0,497472.0,497736.0
23-06-15_15:27:57,lz4,1048576,20971520,1,False,9.62,0.61,34.789,-6.552,1096766788,1434.984,477926.0,1441.3,1431.4,1439.5,1434.5,1417.0,1436.8,1431.1,1446.4,1451.9,1420.0,465284.0,481680.0,468900.0,497956.0,467728.0,498920.0,467088.0,465884.0,466388.0,499432.0
23-06-15_15:28:51,lz4,524288,31457280,1,False,10.37,0.51,31.469,-0.879,1097845581,1399.637,452480.4,1389.3,1398.0,1405.1,1400.5,1398.7,1394.8,1398.3,1415.5,1391.8,1404.5,475976.0,449832.0,450052.0,449676.0,449672.0,449924.0,450092.0,450052.0,449936.0,449592.0
23-06-15_15:29:44,lz4,524288,31457280,1,False,10.72,0.51,31.984,-0.333,1097845581,1405.121,450030.8,1397.2,1402.1,1403.8,1414.3,1405.2,1404.0,1408.9,1401.7,1404.8,1409.2,450072.0,449560.0,450124.0,450444.0,450192.0,449672.0,450148.0,449940.0,450004.0,450152.0
23-06-15_15:30:37,lz4,524288,20971520,2,False,7.31,0.55,32.646,-11.275,1097420857,1412.172,499108.4,1404.9,1403.6,1417.4,1413.5,1405.6,1422.5,1407.2,1414.5,1411.7,1420.9,497228.0,497492.0,497480.0,497628.0,497744.0,497756.0,497328.0,513828.0,497196.0,497404.0
