time,Compression Type,Cluster Size,Page Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-16_18:20:16,lz4,20971520,262144,2,False,8.77,0.40,33.423,-7.526,1099054779,1426.869,481246.4,1425.6,1427.6,1433.5,1421.3,1412.0,1431.2,1413.4,1437.1,1433.4,1433.6,470728.0,471016.0,471008.0,505340.0,505684.0,471072.0,505340.0,470616.0,471004.0,470656.0
23-06-16_18:21:04,lz4,20971520,131072,1,False,11.71,0.24,27.808,7.074,1100875547,1366.811,415900.8,1339.4,1372.6,1363.1,1376.6,1355.5,1367.2,1378.3,1369.1,1372.2,1374.1,415696.0,415972.0,415976.0,415560.0,416240.0,415696.0,415780.0,415692.0,416424.0,415972.0
23-06-16_18:21:55,lz4,20971520,262144,2,False,8.37,0.40,30.324,-5.609,1099054779,1393.718,472664.0,1386.1,1404.7,1396.5,1400.4,1344.2,1398.7,1417.7,1401.3,1400.9,1386.7,470372.0,470732.0,471008.0,471268.0,471004.0,470812.0,471212.0,488616.0,470796.0,470820.0
23-06-16_18:22:46,lz4,20971520,524288,1,False,12.93,0.55,34.146,4.095,1097420857,1434.597,429236.4,1432.8,1436.8,1442.3,1436.1,1432.7,1433.0,1431.7,1431.2,1435.1,1434.3,429128.0,429132.0,429420.0,429124.0,429108.0,429136.0,429400.0,429400.0,429128.0,429388.0
23-06-16_18:23:39,lz4,20971520,524288,1,False,12.92,0.55,34.122,4.088,1097420857,1434.339,429265.2,1435.9,1438.4,1435.9,1432.5,1439.4,1430.9,1431.4,1431.7,1438.5,1428.8,429316.0,429120.0,429116.0,429784.0,429188.0,429312.0,429388.0,428704.0,429132.0,429592.0
23-06-16_18:24:27,lz4,20971520,131072,1,False,11.43,0.24,26.962,7.094,1100875547,1357.773,415810.8,1352.5,1325.9,1355.6,1364.2,1357.5,1376.1,1375.5,1366.5,1349.5,1354.4,415468.0,415960.0,415924.0,415640.0,415388.0,415876.0,415596.0,416148.0,415692.0,416416.0
23-06-16_18:25:18,lz4,20971520,262144,2,False,8.53,0.40,31.556,-6.372,1099054779,1406.895,476082.0,1484.3,1399.3,1398.2,1401.5,1396.9,1390.4,1400.9,1408.2,1385.3,1404.0,471000.0,488340.0,470928.0,471016.0,470724.0,470720.0,470928.0,470728.0,505620.0,470816.0
23-06-16_18:26:07,lz4,20971520,131072,1,False,12.07,0.24,28.878,7.084,1100875547,1378.261,415856.0,1346.6,1388.9,1387.8,1369.0,1384.0,1382.3,1386.5,1383.2,1384.5,1369.8,416216.0,415784.0,415644.0,415768.0,415684.0,415892.0,415948.0,415692.0,416152.0,415780.0
23-06-16_18:26:57,lz4,20971520,262144,2,False,8.40,0.40,32.694,-7.908,1099054779,1419.072,482954.4,1428.5,1413.6,1408.3,1422.3,1409.7,1436.9,1428.7,1415.5,1388.7,1438.4,470912.0,505332.0,488084.0,470536.0,505584.0,470916.0,470728.0,505620.0,470916.0,470916.0
23-06-16_18:27:45,lz4,20971520,131072,1,False,11.63,0.24,27.544,7.100,1100875547,1363.990,415783.6,1352.2,1374.2,1370.4,1350.5,1365.3,1365.9,1370.0,1352.4,1367.3,1371.8,415700.0,415700.0,415700.0,415940.0,415692.0,415220.0,415964.0,415804.0,416152.0,415964.0
