time,Compression Type,Cluster Size,Page Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-20_06:14:51,zstd,314572800,8388608,1,True,40.62,39.52,100.452,-18.114,1394823743,1149.961,465102.4,1167.9,1147.2,1160.7,1148.7,1123.2,1148.5,1155.2,1148.7,1144.1,1155.6,465160.0,464620.0,465484.0,465032.0,464800.0,465396.0,465236.0,465156.0,464884.0,465256.0
23-06-20_06:16:49,zstd,314572800,8388608,2,True,40.48,39.52,104.015,-22.086,1394823743,1170.402,480742.0,1169.3,1169.0,1171.1,1172.6,1170.7,1174.7,1173.7,1163.0,1166.1,1173.9,480636.0,480600.0,480580.0,480836.0,480508.0,481112.0,480448.0,480664.0,480976.0,481060.0
23-06-20_06:18:53,zstd,314572800,16777216,2,False,12.38,-17.67,76.316,-21.491,2713925432,1011.499,478402.8,1001.8,1008.2,1021.7,1004.5,1006.9,1025.2,1021.2,1036.3,1012.0,977.0,478808.0,478312.0,478624.0,478172.0,477968.0,477932.0,477996.0,478708.0,478720.0,478788.0
23-06-20_06:20:58,zstd,314572800,16777216,2,False,12.13,-17.67,75.561,-21.502,2713925432,1007.165,478444.0,991.8,1010.9,978.8,1025.1,1021.7,978.1,1030.3,1004.9,1019.6,1010.3,478376.0,478620.0,477944.0,478712.0,477916.0,478208.0,479004.0,478484.0,478752.0,478424.0
23-06-20_06:23:04,zstd,314572800,16777216,2,False,11.83,-17.67,74.626,-21.463,2713925432,1001.801,478291.2,1001.5,1008.5,1005.4,1024.0,990.2,984.0,991.6,1005.6,1009.4,997.8,478232.0,477620.0,478672.0,478704.0,478164.0,477960.0,478472.0,478896.0,478512.0,477680.0
23-06-20_06:25:09,zstd,314572800,16777216,2,False,12.07,-17.67,75.408,-21.513,2713925432,1006.291,478486.4,1027.3,975.3,1011.0,1034.4,1021.5,970.0,1012.2,1008.4,998.9,1004.0,478904.0,478356.0,478296.0,478792.0,478624.0,478060.0,477984.0,478652.0,478816.0,478380.0
23-06-20_06:27:05,zstd,314572800,8388608,1,True,40.34,39.52,99.663,-18.177,1394823743,1145.439,465352.4,1154.8,1150.1,1119.1,1157.7,1143.9,1161.2,1141.7,1123.2,1153.3,1149.4,465380.0,465184.0,465448.0,465320.0,465308.0,465636.0,464960.0,465184.0,465536.0,465568.0
23-06-20_06:29:09,zstd,209715200,8388608,1,False,30.72,31.64,74.782,-14.261,1576546074,1002.699,449930.8,1002.5,1014.1,1016.9,1009.3,1005.6,1001.8,998.5,983.6,999.3,995.5,450416.0,449692.0,450260.0,449848.0,449668.0,449832.0,450404.0,449740.0,449924.0,449524.0
23-06-20_06:31:13,zstd,314572800,4194304,1,False,36.74,32.94,92.033,-14.755,1546622500,1101.668,451874.8,1094.5,1103.4,1097.6,1110.3,1092.9,1110.9,1107.3,1098.0,1110.1,1091.7,451900.0,451480.0,451504.0,451556.0,452212.0,452332.0,451800.0,451980.0,452188.0,451796.0
23-06-20_06:33:10,zstd,419430400,8388608,1,True,40.54,39.52,100.280,-18.186,1394823743,1148.978,465387.6,1159.0,1162.0,1125.4,1139.9,1109.9,1165.9,1160.6,1158.6,1152.1,1156.3,465292.0,465180.0,465132.0,465384.0,465484.0,465384.0,465848.0,465448.0,465368.0,465356.0
23-06-20_06:35:08,zstd,524288000,8388608,1,True,40.05,39.52,98.781,-18.141,1394823743,1140.380,465207.6,1138.0,1152.5,1113.3,1124.7,1147.7,1120.7,1150.7,1146.4,1147.1,1162.6,465656.0,465304.0,464964.0,464888.0,465080.0,465384.0,465540.0,465204.0,464860.0,465196.0
23-06-20_06:37:06,zstd,524288000,8388608,2,True,40.07,39.52,102.755,-22.070,1394823743,1163.173,480681.6,1119.7,1155.9,1167.6,1181.0,1170.2,1189.0,1171.3,1165.2,1161.3,1150.6,480240.0,480704.0,481100.0,480696.0,481060.0,480496.0,480644.0,480580.0,480764.0,480532.0
