time,Compression Type,Cluster Size,Page Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-17_06:51:58,zstd,31457280,2097152,1,False,15.75,20.72,18.280,8.263,865028901,1272.100,452778.0,1267.7,1275.4,1277.9,1273.5,1273.8,1270.8,1264.3,1266.5,1277.2,1274.0,452020.0,451660.0,453320.0,451808.0,453324.0,452916.0,451416.0,453396.0,455132.0,452788.0
23-06-17_06:53:31,zstd,31457280,2097152,1,False,15.64,20.72,18.094,8.121,865028901,1270.105,453478.4,1282.8,1273.1,1270.6,1275.6,1269.8,1267.8,1257.7,1259.4,1273.1,1271.1,454588.0,452152.0,452768.0,454596.0,452480.0,452756.0,453780.0,453568.0,455052.0,453044.0
23-06-17_06:55:05,zstd,20971520,4194304,1,False,18.71,20.77,19.732,15.625,864455682,1287.722,416442.8,1278.1,1290.9,1290.3,1296.1,1272.6,1300.8,1285.6,1288.1,1286.2,1288.6,423812.0,413056.0,423812.0,413344.0,413536.0,413064.0,413140.0,413728.0,423296.0,413640.0
23-06-17_06:56:37,zstd,20971520,1048576,1,True,19.20,20.77,20.787,16.045,864455682,1299.068,414369.6,1300.5,1303.3,1297.7,1297.3,1299.8,1297.4,1303.7,1299.0,1299.6,1292.4,413916.0,413224.0,413320.0,413148.0,412764.0,413340.0,413528.0,413216.0,413152.0,424088.0
23-06-17_06:58:08,zstd,31457280,1048576,1,False,13.25,20.73,12.336,6.677,864908320,1208.180,460604.0,1194.0,1228.9,1198.6,1201.5,1205.9,1202.3,1223.1,1205.0,1207.2,1215.2,466352.0,448176.0,466228.0,466820.0,465024.0,466508.0,446776.0,466448.0,466748.0,446960.0
23-06-17_06:59:40,zstd,20971520,2097152,1,False,18.58,20.77,19.368,15.604,864455682,1283.807,416542.8,1282.0,1287.5,1297.4,1285.9,1282.8,1272.9,1270.0,1287.0,1285.4,1287.1,423900.0,413052.0,413228.0,424348.0,413828.0,412952.0,424004.0,412764.0,413824.0,413528.0
23-06-17_07:01:08,zstd,20971520,524288,1,False,15.54,20.74,13.391,12.499,864817156,1219.526,431868.4,1228.3,1220.0,1231.0,1213.0,1206.4,1210.1,1206.3,1221.1,1233.4,1225.8,437812.0,437280.0,437692.0,426020.0,425924.0,425924.0,425812.0,438540.0,425772.0,437908.0
23-06-17_07:02:41,zstd,20971520,1048576,2,True,17.54,20.77,20.252,11.602,864455682,1293.313,436297.2,1296.6,1286.1,1299.3,1295.7,1287.7,1296.9,1291.1,1288.7,1297.0,1294.0,435336.0,435148.0,435208.0,435396.0,435152.0,446480.0,435036.0,434832.0,435236.0,435148.0
23-06-17_07:04:09,zstd,20971520,524288,2,False,14.69,20.74,16.114,7.215,864817156,1248.811,457947.2,1250.7,1268.4,1256.5,1259.4,1238.2,1245.8,1256.5,1240.6,1248.2,1223.9,450312.0,475936.0,475848.0,475464.0,450016.0,450400.0,450596.0,450304.0,450392.0,450204.0
23-06-17_07:05:41,zstd,20971520,1048576,3,False,7.88,20.77,-4.399,7.264,864455682,1028.191,457706.0,1276.9,1296.2,1294.1,1245.0,909.4,878.5,858.6,849.3,842.5,831.3,457872.0,457552.0,457468.0,457844.0,457492.0,458048.0,457848.0,457364.0,457920.0,457652.0
23-06-17_07:07:09,zstd,20971520,524288,2,False,14.36,20.74,15.616,6.729,864817156,1243.459,460350.8,1239.8,1228.7,1255.2,1245.4,1216.0,1250.1,1246.5,1239.2,1262.0,1251.8,450776.0,450504.0,475464.0,475548.0,450092.0,450144.0,449932.0,450116.0,475660.0,475272.0
23-06-17_07:08:40,zstd,31457280,1048576,2,False,-2.94,20.73,-30.491,0.957,864908320,747.568,488834.8,800.8,742.7,733.3,826.7,726.7,760.1,717.4,710.6,750.3,707.1,487180.0,486564.0,486412.0,487296.0,487036.0,486880.0,486568.0,506364.0,487056.0,486992.0
23-06-17_07:10:13,zstd,20971520,1048576,1,True,18.70,20.77,19.466,15.859,864455682,1284.866,415284.8,1286.5,1282.8,1288.3,1279.0,1288.8,1279.3,1287.3,1283.8,1286.7,1286.1,413048.0,413440.0,413348.0,413072.0,412768.0,412360.0,413308.0,413256.0,424088.0,424160.0
