time,Compression Type,Cluster Size,Page Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-17_10:09:10,lz4,314572800,524288,1,True,34.86,3.68,92.866,8.040,3337133260,1084.309,382513.2,1080.8,1070.3,1085.0,1083.7,1074.3,1088.0,1094.1,1124.7,1068.3,1073.8,382532.0,382296.0,382528.0,382524.0,382724.0,382532.0,382784.0,382528.0,382152.0,382532.0
23-06-17_10:14:07,lz4,209715200,524288,1,False,29.56,3.59,76.781,8.310,3340423756,993.875,381388.4,995.7,989.1,996.9,993.8,980.6,997.6,989.2,1004.1,1003.8,987.9,381944.0,381580.0,381876.0,381960.0,381576.0,380392.0,380516.0,380500.0,381768.0,381772.0
23-06-17_10:19:06,lz4,314572800,524288,2,False,33.58,3.68,90.352,6.701,3337133260,1070.174,388079.2,1059.2,1108.9,1075.3,1065.4,1074.4,1075.9,1053.9,1074.1,1054.7,1059.8,388184.0,387900.0,387980.0,387992.0,387992.0,388188.0,388384.0,388288.0,388164.0,387720.0
23-06-17_10:24:09,lz4,314572800,1048576,1,True,34.91,4.03,93.191,7.498,3325032047,1086.136,384766.4,1141.5,1070.9,1076.5,1059.9,1081.6,1108.2,1072.9,1090.3,1063.7,1095.8,384736.0,384840.0,384836.0,384836.0,384648.0,384836.0,384928.0,384920.0,384932.0,384152.0
23-06-17_10:29:13,lz4,314572800,1048576,2,False,32.01,4.03,85.805,6.207,3325032047,1044.607,390137.2,1049.2,1049.3,1041.8,1039.1,1053.0,1034.0,1034.4,1067.5,1031.1,1046.8,390300.0,390212.0,390212.0,390216.0,390024.0,390024.0,389824.0,390044.0,390300.0,390216.0
23-06-17_10:34:25,lz4,314572800,2097152,1,False,33.79,4.19,89.945,7.253,3319719734,1067.887,385783.6,1075.9,1080.5,1071.1,1064.0,1067.5,1074.9,1059.1,1050.4,1064.1,1071.4,386036.0,385796.0,385688.0,385876.0,386072.0,385796.0,385796.0,385800.0,385752.0,385224.0
23-06-17_10:39:30,lz4,314572800,1048576,2,False,32.89,4.03,88.446,6.191,3325032047,1059.461,390200.8,1080.1,1052.7,1068.6,1060.5,1051.2,1054.9,1055.1,1049.5,1061.7,1060.4,390208.0,390024.0,390488.0,390116.0,390108.0,390020.0,389832.0,390364.0,390552.0,390296.0
23-06-17_10:44:33,lz4,209715200,1048576,1,False,28.66,3.92,74.668,7.386,3328749408,981.997,385232.0,974.6,971.4,992.1,965.5,984.7,995.0,985.7,989.3,984.3,977.4,386176.0,386648.0,386176.0,386468.0,384348.0,384068.0,383972.0,383876.0,384068.0,386520.0
23-06-17_10:49:32,lz4,314572800,524288,1,True,34.16,3.68,90.808,7.997,3337133260,1072.735,382692.0,1051.8,1088.9,1090.5,1086.1,1056.0,1060.6,1076.7,1075.7,1070.8,1070.3,382528.0,382732.0,382764.0,382248.0,382628.0,382792.0,382544.0,382884.0,382876.0,382924.0
23-06-17_10:54:30,lz4,209715200,524288,1,False,29.51,3.59,76.742,8.211,3340423756,993.660,381801.6,1003.4,971.6,992.7,991.9,1010.2,991.3,1004.8,984.7,986.5,999.4,382424.0,381768.0,382212.0,381568.0,381572.0,381964.0,381680.0,382492.0,380032.0,382304.0
23-06-17_10:59:32,lz4,314572800,524288,2,True,34.24,3.68,92.341,6.709,3337133260,1081.353,388045.6,1081.7,1072.6,1058.8,1075.5,1084.6,1059.4,1116.8,1117.4,1083.3,1063.5,388188.0,388392.0,387904.0,387908.0,387912.0,388180.0,387808.0,387908.0,388096.0,388160.0
23-06-17_11:04:29,lz4,314572800,524288,1,True,34.37,3.68,91.393,8.033,3337133260,1076.028,382539.6,1089.7,1076.8,1053.2,1074.7,1062.0,1073.3,1091.6,1086.0,1069.4,1083.6,382336.0,382232.0,382416.0,382764.0,382720.0,382532.0,382152.0,382612.0,383012.0,382620.0
23-06-17_11:09:42,lz4,314572800,1048576,1,True,35.71,4.03,95.610,7.483,3325032047,1099.733,384829.6,1077.3,1082.5,1083.7,1092.0,1078.5,1121.1,1144.4,1119.4,1082.9,1115.5,384848.0,384644.0,384908.0,384732.0,384736.0,384928.0,385116.0,384652.0,384836.0,384896.0
23-06-17_11:14:46,lz4,209715200,1048576,1,False,28.43,3.92,73.903,7.452,3328749408,977.698,384958.0,982.2,990.6,987.8,979.7,954.2,973.9,975.7,983.9,973.1,975.9,384128.0,383960.0,383880.0,386568.0,386184.0,383992.0,384332.0,383556.0,386464.0,386516.0
23-06-17_11:19:47,lz4,314572800,524288,1,False,33.37,3.68,88.409,8.021,3337133260,1059.249,382592.4,1069.7,1048.2,1070.9,1040.5,1040.9,1067.9,1057.4,1073.3,1063.5,1060.2,382728.0,382724.0,382616.0,383008.0,382612.0,382148.0,382336.0,382408.0,382620.0,382724.0
23-06-17_11:24:51,lz4,314572800,1048576,2,False,32.92,4.03,88.544,6.193,3325032047,1060.010,390192.4,1050.7,1064.9,1072.8,1078.0,1041.0,1062.1,1059.7,1059.2,1035.5,1076.2,389988.0,390108.0,390484.0,390556.0,390104.0,390492.0,389716.0,390104.0,390224.0,390148.0
23-06-17_11:29:51,lz4,209715200,1048576,1,False,28.65,3.92,74.667,7.367,3328749408,981.993,385311.2,985.8,976.3,989.7,974.7,985.4,982.8,976.0,985.1,979.3,984.9,384324.0,386712.0,384060.0,386520.0,384072.0,383876.0,386372.0,386652.0,386176.0,384348.0
23-06-17_11:34:54,lz4,314572800,1048576,2,False,33.51,4.03,90.323,6.183,3325032047,1070.013,390234.0,1082.0,1129.7,1077.9,1061.1,1024.5,1068.4,1059.6,1044.7,1055.0,1097.2,390308.0,390560.0,390024.0,389832.0,390028.0,390308.0,390492.0,390016.0,390756.0,390016.0
23-06-17_11:40:00,lz4,314572800,2097152,1,False,33.51,4.19,89.059,7.279,3319719734,1062.903,385676.8,1046.4,1056.0,1059.0,1066.3,1067.5,1071.6,1037.5,1079.1,1072.6,1073.1,385768.0,386068.0,385600.0,385876.0,385596.0,385600.0,386080.0,385416.0,385368.0,385396.0
23-06-17_11:45:03,lz4,209715200,1048576,1,False,29.41,3.92,76.908,7.408,3328749408,994.591,385142.0,1001.1,996.0,1009.9,978.9,1001.4,987.6,982.4,994.0,987.9,1006.7,383716.0,383932.0,384536.0,386268.0,384136.0,386640.0,386176.0,386064.0,386464.0,383488.0
23-06-17_11:50:01,lz4,314572800,524288,1,False,35.03,3.68,93.410,8.009,3337133260,1087.366,382641.6,1076.2,1120.4,1071.3,1076.4,1076.0,1084.5,1117.1,1119.5,1061.6,1070.6,382728.0,382144.0,382992.0,382416.0,382816.0,382812.0,382532.0,382532.0,382720.0,382724.0
23-06-17_11:55:07,lz4,419430400,1048576,1,True,37.03,4.08,100.043,6.981,3323400334,1124.659,386915.2,1117.5,1136.4,1127.8,1135.4,1123.6,1128.5,1121.5,1116.2,1100.8,1138.8,386560.0,386760.0,386692.0,387204.0,387028.0,386524.0,387208.0,387500.0,386568.0,387108.0
23-06-17_12:00:05,lz4,419430400,524288,1,False,35.30,3.70,94.401,7.787,3336617215,1092.940,383565.2,1091.6,1092.2,1101.4,1062.5,1086.7,1103.4,1096.5,1094.5,1119.6,1081.1,383752.0,383492.0,383496.0,383096.0,383484.0,383584.0,383744.0,383736.0,383776.0,383492.0
23-06-17_12:05:09,lz4,419430400,1048576,2,True,37.89,4.08,103.158,6.424,3323400334,1142.167,389234.0,1118.3,1136.9,1134.9,1153.2,1159.2,1087.3,1140.3,1149.6,1135.0,1206.9,389060.0,389260.0,389260.0,389252.0,389260.0,388872.0,389344.0,389252.0,389528.0,389252.0
23-06-17_12:10:15,lz4,419430400,1048576,1,True,37.83,4.08,102.416,6.990,3323400334,1138.000,386877.2,1127.4,1137.0,1111.5,1190.7,1155.1,1124.2,1118.5,1133.3,1139.0,1143.3,386956.0,386852.0,387008.0,387032.0,386912.0,387032.0,387268.0,386760.0,386372.0,386580.0
23-06-17_12:15:17,lz4,419430400,524288,1,False,35.59,3.70,95.306,7.761,3336617215,1098.025,383671.2,1086.8,1125.3,1084.2,1111.4,1079.1,1094.6,1077.6,1106.7,1107.6,1107.0,383588.0,383964.0,383744.0,383688.0,383328.0,383684.0,383680.0,383500.0,383960.0,383576.0
23-06-17_12:20:23,lz4,524288000,1048576,1,False,33.18,4.13,88.579,6.830,3321569697,1060.208,387544.0,1061.0,1054.1,1033.0,1081.2,1102.6,1070.2,1053.9,1050.0,1053.9,1042.3,387264.0,387528.0,387528.0,387532.0,387996.0,386936.0,387788.0,387340.0,387804.0,387724.0
